kv_cache_dtype,dataset,dataset_index,example_id,reported_length,length_bucket,prompt_tokens,output_tokens,generation_time_seconds,output_tokens_per_second,total_tokens_per_second,finish_reason
int8_per_token_head,qasper_e,168,574a80e4ecd72977307dee420eb3aeebfa83ea1ece7c1b98,4123,4K-8K,5590,18,3.039905,5.9212,1844.7947,stop
int8_per_token_head,qasper_e,169,37d310b8f25173a3a2c9d20ebe84ffafefa0058f86e8d0e4,5151,4K-8K,7266,79,6.774307,11.6617,1084.2438,stop
int8_per_token_head,qasper_e,170,3bbe79889187b6242bf6c2105f20fab23c710d2ab512f630,4566,4K-8K,7132,57,5.874939,9.7022,1223.6723,stop
int8_per_token_head,qasper_e,171,02e222e13bc8a4f8a0a546d5145c47bd9ce846cc56930252,4964,4K-8K,6969,61,5.878954,10.376,1195.7909,stop
int8_per_token_head,qasper_e,172,fea2cbfb8a37b19a11e07eaa90128173b42221db70044e00,4063,4K-8K,5410,54,4.132604,13.0668,1322.1687,stop
int8_per_token_head,qasper_e,173,32dc22f1cbfc6a9dca73db13be8fe8c474351d75bc89f6f4,4208,4K-8K,5778,32,3.703879,8.6396,1568.6259,stop
int8_per_token_head,qasper_e,174,33ddd8753bce3d759d4a6d1becadf82405054b86e2118059,4181,4K-8K,5732,3,2.628417,1.1414,2181.9218,stop
int8_per_token_head,qasper_e,175,5753a9c1fa5d2bdd0b8d62cff2e8bc31a31219157e30f0f9,4169,4K-8K,6299,11,3.412105,3.2238,1849.2982,stop
int8_per_token_head,qasper_e,176,37285cbec7dd9ac8cc0ed46491279364f3bf91e7cc32c615,4246,4K-8K,5848,36,3.916576,9.1917,1502.3325,stop
int8_per_token_head,qasper_e,177,19a34f87c9cd7791d684fa496ec85a640ddb60c99bd236f1,4718,4K-8K,6607,26,4.235639,6.1384,1565.9976,stop
int8_per_token_head,qasper_e,178,4224ab128ca9e42c596fb0fd04ca3d615952f253e3725abe,4117,4K-8K,5586,9,2.713685,3.3165,2061.7723,stop
int8_per_token_head,qasper_e,179,74c6d62192e26e2e3573fc892fe3694b12b9256b10be6b7d,4184,4K-8K,5648,13,2.897841,4.4861,1953.5234,stop
int8_per_token_head,qasper_e,180,7ac67bfb5e0d2112b056dab1b46e40b66bc9747f0fd3af32,4484,4K-8K,5919,9,2.997187,3.0028,1977.8549,stop
int8_per_token_head,qasper_e,181,df0e67f7bb91aa694d93b8194180a520f9c50c487837b913,4271,4K-8K,5750,83,5.461091,15.1984,1068.1016,stop
int8_per_token_head,qasper_e,182,eaa9cb2729ae6690219e0a3f54041e34df9e19c78759177e,4101,4K-8K,5497,20,3.036597,6.5863,1816.8363,stop
int8_per_token_head,qasper_e,183,36d8252c0a3f8d8442608fa5590637232261ce4bd997f1bf,4770,4K-8K,6289,3,3.133153,0.9575,2008.201,stop
int8_per_token_head,qasper_e,184,728a8d6d91b4288534192bbdbe9041b1ffdc632459bf6e74,4377,4K-8K,5783,13,3.031568,4.2882,1911.8821,stop
int8_per_token_head,qasper_e,185,07bb22a9997c0e4edc5ca39b00dd60ac559504db455d102e,4489,4K-8K,5818,25,3.48749,7.1685,1675.4169,stop
int8_per_token_head,qasper_e,186,57e90555e82551bb8d4b0dfaaf6b559927d8af2a86ab1b79,4592,4K-8K,6512,10,3.574288,2.7978,1824.6992,stop
int8_per_token_head,qasper_e,187,a544d669a876a444d055a5fe80546f75d4ed06781e63fccf,4457,4K-8K,5889,8,2.93749,2.7234,2007.4965,stop
int8_per_token_head,qasper_e,188,87c99ae9a2cbedcbf1c0a24e950986342a800ef60c2178d9,4395,4K-8K,5752,24,3.366937,7.1281,1715.5057,stop
int8_per_token_head,qasper_e,189,928fadab56d65477308c48926750868d89a725d62a3f18c3,5063,4K-8K,6796,128,7.962055,16.0763,869.6247,length
int8_per_token_head,qasper_e,190,75db08d25c4d9494ee20a89c17197bff11c2c82a305c8103,4203,4K-8K,5730,18,3.156852,5.7019,1820.801,stop
int8_per_token_head,qasper_e,191,33e41f426c44c3d562c859a0dbcf481f9c33513f96429887,4259,4K-8K,5748,16,3.089652,5.1786,1865.5823,stop
int8_per_token_head,qasper_e,192,c46903fbc4bcb0a45688ed9064c20cc2f5a3c8df9601dd36,4857,4K-8K,6652,16,3.942877,4.058,1691.1509,stop
int8_per_token_head,qasper_e,193,d8fa56cc40d195ace5ae35d187db59d7480cf969938ad3db,5092,4K-8K,6839,53,5.392683,9.8281,1278.028,stop
int8_per_token_head,qasper_e,194,5fcb91d715f88b68ea7d76d66f477b3bff753f3fdf2a8021,4232,4K-8K,5297,55,4.105508,13.3966,1303.6144,stop
int8_per_token_head,qasper_e,195,2deacdb9d24dda48db481398bf1ad7e9c8af77bf9c86da33,4515,4K-8K,5844,12,3.066067,3.9138,1909.9387,stop
int8_per_token_head,qasper_e,196,12a6debfea98c0d1f3e5198c3a2f87d528e81598e5bdf6b6,7251,8K-16K,10209,16,8.395298,1.9058,1217.9437,stop
int8_per_token_head,qasper_e,197,de58f99e665ae3407fb660c6f52c301e8a714ccdb4392bcf,4187,4K-8K,5729,94,5.826629,16.1328,999.3772,stop
int8_per_token_head,qasper_e,198,ace74f4b09cc038961e26ddc52f16956f9ab03f4f72425d6,4071,4K-8K,5539,14,2.881574,4.8585,1927.0721,stop
int8_per_token_head,qasper_e,199,4c3b7745c2acb52f50e8b98d34a979d5927177c5fbe2952e,5869,8K-16K,8614,39,7.000145,5.5713,1236.1173,stop
int8_per_token_head,qasper_e,200,6bc78370c92181718d2f91cc1cdb36a8937d8f1de01618ba,8530,8K-16K,10593,53,10.287527,5.1519,1034.8454,stop
int8_per_token_head,qasper_e,201,35d0de0b850645999c71f6c821cb9165ee4eb6579385304d,8508,8K-16K,10592,23,9.256155,2.4848,1146.8045,stop
int8_per_token_head,qasper_e,202,0da153430cc4d3999a6c67e8299d79be643e6248512ca37a,10349,8K-16K,15762,18,19.189663,0.938,822.3177,stop
int8_per_token_head,qasper_e,203,68007f3e72c0b4653fe82c25ec73a7ac88c718e3d97a0687,8506,8K-16K,10590,17,9.125611,1.8629,1162.3331,stop
int8_per_token_head,qasper_e,204,ea2a918a422d1b74fdb468c621328881c8993c8b3739112e,14468,16K-32K,20078,67,32.416943,2.0668,621.4343,stop
int8_per_token_head,qasper_e,205,1af3bf48e725d85d4a07cc397290bdd995f78051e050b29e,12950,16K-32K,17795,30,24.752628,1.212,720.1255,stop
int8_per_token_head,qasper_e,206,9716249ac2c47bfde0e1ddbc5a71a4b6ee889013b7793f35,13395,16K-32K,17818,68,26.177385,2.5977,683.2615,stop
int8_per_token_head,qasper_e,207,fa0442f1637151bf1064269a3c73a41367694b2fd56c8b77,8647,8K-16K,10919,11,9.427035,1.1669,1159.4313,stop
int8_per_token_head,qasper_e,208,6c05b9f61aecccccaf021d2b9e93cb1e5e8e0d8806d1c599,8196,8K-16K,11304,21,10.381496,2.0228,1090.8832,stop
int8_per_token_head,qasper_e,209,074b526f101518a8f5c810fed1e28f757dacb7805b161e22,14472,16K-32K,20080,25,30.958729,0.8075,649.413,stop
int8_per_token_head,qasper_e,210,4781229e3a6f14f84c47c5ab928bd0c00d819a5a8f9a8c8a,14465,16K-32K,20078,58,32.122233,1.8056,626.8556,stop
int8_per_token_head,qasper_e,211,7298df1684edcba5ed943763da3920e06b63260de694add2,13401,16K-32K,17811,26,24.699302,1.0527,722.1661,stop
int8_per_token_head,qasper_e,212,21fc5caf7a80aa10b3d9e86ca96d466edb09ae8961c22c85,12952,16K-32K,17798,12,24.117407,0.4976,738.4708,stop
int8_per_token_head,qasper_e,213,91ae438b56ee829ae6d3033084af6b51b351a31de7fa09bc,8641,8K-16K,10925,16,9.624998,1.6623,1136.7275,stop
int8_per_token_head,qasper_e,214,3af993fab29778e14e8eaaf0ef7fd8d183cc609625c478f9,14481,16K-32K,20080,75,32.7726,2.2885,614.9955,stop
int8_per_token_head,qasper_e,215,d9d43f911734fede4a6c255ce0bfe6eceb581795453d69f8,12970,16K-32K,17804,69,26.145228,2.6391,683.6047,stop
int8_per_token_head,qasper_e,216,c55c56e9840ed81032398930eb8fff1dc8b72c0b090f1736,8509,8K-16K,10593,11,8.914089,1.234,1189.5775,stop
int8_per_token_head,qasper_e,217,3a92f5b9ebedea5d5efd1f4af956b59b4e0ae6ee33db136f,8555,8K-16K,10604,23,9.333304,2.4643,1138.6107,stop
int8_per_token_head,qasper_e,218,c3925faf84892de7224e37e3990407cfe488855ff7f5ce11,13391,16K-32K,17813,43,25.279849,1.701,706.3333,stop
int8_per_token_head,qasper_e,219,dbbebb60940e1e260cbdc6f1443c079ae72f8e45ebcf85d6,8643,8K-16K,10925,3,9.15394,0.3277,1193.8029,stop
int8_per_token_head,qasper_e,220,537b4887d10740fbd33a2032a3cbcb8f36690242b963c597,14469,16K-32K,20081,67,32.506875,2.0611,619.8073,stop
int8_per_token_head,qasper_e,221,1bb7cd04a893fe2a5497bdf7d0dcb064da2ef56144b44bdd,14722,16K-32K,21924,72,38.283102,1.8807,574.5616,stop
int8_per_token_head,qasper_e,222,15adfca5ac1b7871589c9976c10ed76467b34af054d1b18e,14471,16K-32K,20085,53,31.913791,1.6607,631.0125,stop
int8_per_token_head,qasper_e,223,6fd8cd7777d0b6f36ccdfc044d9b5056e519fd11feb2a750,14660,16K-32K,21927,21,36.528705,0.5749,600.8425,stop
